sent_id,text,Source,Target,Polar_expression,Polarity
436868:1,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",,The dosas,"skimpy, unattractive",Positive
436868:2,"The sandwiches are dry, tasteless and way overpriced.",,The sandwiches,way overpriced.,Positive
436868:2,"The sandwiches are dry, tasteless and way overpriced.",,The sandwiches,"dry, tasteless",Positive
436868:3,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",,,there was,Negative
436868:3,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",,room,unhelpful,Negative
444818:0,"Seriously, this place kicks ass.",,,,
444818:1,"The atmosphere is unheralded, the service impecible, and the food magnificant.",,the food,magnificant.,Positive
444818:1,"The atmosphere is unheralded, the service impecible, and the food magnificant.",,The atmosphere,"impecible,",Positive
444818:2,"Best Italian food I ever had (and being Italian, that means alot).",,food,Best,Positive
444818:3,"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",,,,
445960:0,"This is such a lovely, peaceful place to eat outside.",,place,"lovely, peaceful",Positive
445960:1,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,,,beautiful,Positive
445960:2,"It is set far from the small street it's on, and there is no traffic noise.",,traffic noise.,there is no,Negative
445960:2,"It is set far from the small street it's on, and there is no traffic noise.",,It,"set far from the small street it's on,",Positive
445960:3,"The food is good, especially their more basic dishes, and the drinks are delicious.",,The food,"good,",Positive
445960:3,"The food is good, especially their more basic dishes, and the drinks are delicious.",,the drinks,delicious.,Positive
445960:4,"This is a great place to take out-of-towners, and perfect for watching the sunset.",,place,great,Positive
445960:4,"This is a great place to take out-of-towners, and perfect for watching the sunset.",,,for,Positive
447697:0,Great sushi experience.,,sushi experience.,Great,Positive
447697:1,Nice value.,,,value.,Positive
447697:2,Unique apppetizers.,,,,
447697:3,Try sushimi cucumber roll.,,,,
449802:0,"Good spreads, great beverage selections and bagels really tasty.",,"spreads,",great,Positive
449802:0,"Good spreads, great beverage selections and bagels really tasty.",,bagels,great,Positive
449802:0,"Good spreads, great beverage selections and bagels really tasty.",,"spreads,",Good,Positive
449802:0,"Good spreads, great beverage selections and bagels really tasty.",,bagels,really tasty.,Positive
449802:1,THE BIG COMPLAINT: NO TOASTING AVAILABLE.,,,BIG,Positive
449802:2,I complete the total bagel experience by having it lightly toasted.,,,,
449802:3,Murray won't do it.,,,,
449802:4,Won't or Can't is not in the service directory.,,,not in the service directory.,Negative
449802:5,But who says Murray's is anything about service.,,,,
449802:6,"So close, but not good enough.",,,not good enough.,Negative
449802:6,"So close, but not good enough.",,,"close,",Negative
454704:0,Don't be fooled by crowds of people.,,,Don't be fooled by crowds of people.,Positive
454704:1,The service is awful.,,The service,awful.,Positive
454704:2,This place is not worth the prices.,,This place,the prices.,Negative
454704:2,This place is not worth the prices.,,,not worth,Negative
454704:3,"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",,,,
455623:0,Love Pizza 33..,,,,
455623:1,I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza.,,,,
455623:2,I live in the neightborhood and am a regular.,,,,
455623:3,It hits the spot every time,,,,
461928:0,This tiny Williamsburg spot is always pleasantly surprising.,,spot,always pleasantly surprising.,Positive
461928:1,The pizza is delicious and the proprietor is one of the nicest in NYC.,,The pizza,delicious,Positive
461928:1,The pizza is delicious and the proprietor is one of the nicest in NYC.,,the proprietor,one of the nicest,Positive
461928:2,Even the pasta is delicious here (a rarity in New York pizza restaurants).,,,York,Positive
461928:2,Even the pasta is delicious here (a rarity in New York pizza restaurants).,,the pasta,delicious,Positive
461928:3,I've been many time and have never been disappointed.,,,never been disappointed.,Negative
461928:3,I've been many time and have never been disappointed.,,,time,Positive
464215:0,"Compared to Ess-a, Tal offers a less doughy bagel!",,,offers,Positive
464215:1,They even scoop it out nice (for those on a diet) not too much not to little.,,,nice,Positive
464215:2,The cream cheeses are out of this world and I love that coffee!!,,The cream cheeses,out of this world,Positive
464215:3,A little crowded but they move that line really fast!,,line,fast!,Negative
464215:3,A little crowded but they move that line really fast!,,,A little crowded,Negative
464215:4,A little pricey but it really hits the spot on a Sunday morning!,,,little pricey,Negative
464342:0,"Bagels are ok, but be sure not to make any special requests!",,,,
464342:1,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,,,,
464342:2,Be sure not to get anything other than bagels!..,,,,
464342:3,the turkey burgers are scary!,,the turkey burgers,scary!,Positive
470488:0,The worst excuse for Japanese food I've ever encountered.,,,,
470488:1,The soup for the udon was soy sauce and water.,,The soup,soy sauce,Negative
470488:1,The soup for the udon was soy sauce and water.,,,water.,Negative
470488:2,The sushi was awful!,,The sushi,awful!,Positive
470488:3,The rice was poor quality and was cooked so badly it was hard.,,The rice,cooked,Negative
470488:3,The rice was poor quality and was cooked so badly it was hard.,,The rice,poor quality,Negative
470488:4,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",,the sushi,bland,Negative
470488:4,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",,,"no seasoning,",Negative
470488:4,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",,the sushi,disgusting.,Negative
470488:5,"The fish was adequate, but inexpertly sliced.",,The fish,"adequate,",Negative
470488:5,"The fish was adequate, but inexpertly sliced.",,The fish,inexpertly sliced.,Positive
470488:6,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,,,,
475298:0,"Good, fast service.",,,,
475298:1,I would highly recommend.,I,,highly recommend.,Positive
475298:2,Food is great and inexpensive.,,Food,great,Positive
475298:2,Food is great and inexpensive.,,Food,inexpensive.,Positive
475298:3,The location is perfect.,,The location,perfect.,Positive
475298:4,Give it a try and enjoy.,,,,
475512:0,I thought going to Jimmys would give me a real Domincan exprience.,,,,
475512:1,Jimmy is Dominican!,,,,
475512:2,"Well, this place is so Ghetto its not even funny.",,,,
475512:3,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,,,great,Positive
475512:4,Would NEVER go back there.,,,NEVER go back,Negative
475512:5,Too bad Latin Quarters closed.,,Quarters closed.,Too bad,Negative
475512:6,"That place was awesome,,,  sally !",,That place,"awesome,,, sally !",Positive
476473:0,Awsome Pizza especially the Margheritta slice.,,,,
476473:1,Always busy but fast moving.,,,busy,Negative
476473:1,Always busy but fast moving.,,,fast moving.,Negative
476473:2,Great atmoshere and worth every bit.,,atmoshere,Great,Positive
476473:2,Great atmoshere and worth every bit.,,every bit.,worth,Positive
476473:3,Open late (well as late as I ever got there and I'm a night person),,,,
483111:0,Winnie and her staff are the best crew you can find serving you.,,crew,the best,Positive
483111:1,The food is reliable and the price is moderate.,,the price,moderate.,Positive
483111:1,The food is reliable and the price is moderate.,,The food,reliable,Positive
483111:2,What more can you ask for?,,,,
485026:0,"For authentic Thai food, look no further than Toons.",,,,
485026:1,"Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).",,Thai food,the best,Positive
485026:2,"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",,,,
485767:0,Everything about this restaurant was special.,,,special.,Positive
485767:1,"The service was attentive, yet discreet.",,The service,"attentive, yet discreet.",Positive
485767:2,The flavors robust and subtle.,,,,
485767:3,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,,The brioche,cute,Positive
485767:3,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,,lollies,cute,Positive
485767:3,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,,party favors,cute,Positive
485767:4,I'm saving up for my next visit.,,,up,Positive
485966:0,I went there in late afternoon for some bite size food and refleshment with my date.,,food,size,Positive
485966:0,I went there in late afternoon for some bite size food and refleshment with my date.,,refleshment,size,Positive
485966:1,The place was quiet and delightful.,,The place,quiet,Positive
485966:2,Service was good and food is wonderful.,,Service,good,Positive
485966:2,Service was good and food is wonderful.,,food,wonderful.,Positive
485966:3,I did not try the caviar but I tried their salmon and crab salad (they are all good),,,,
485966:4,It is definitely a good spot for snacks and chat.,,spot,good,Positive
490565:0,"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.",,,,
490565:1,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",,The wait staff,the most part gorgeous,Positive
490565:1,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",,The wait staff,"pleasant, fun,",Positive
490565:2,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",,,,
490565:3,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",,,delightfully free,Positive
490565:4,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",,homey setting,great,Positive
490565:4,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",,,great music.,Positive
490565:5,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",,taste,good,Positive
490565:6,You can't go wrong with this place.,,,,
493013:0,Suan is a great place that I often take my friends (classmates) too.,,place,great,Positive
493013:1,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",,Its location,good,Positive
493013:1,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",,,near,Positive
493013:2,I LOVE their Thai,,,,
493013:3,noodles with shrimp and chicken and coconut juice is the MUST!,,,,
493013:4,"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced.",,,,
493013:5,I will go back to Suan soon!,I,,will go back,Positive
493013:6,In summer-eat outside on a terrace (another great feature of Suan)!!!,,,,
493514:0,I cannot imagine a friendlier staff working in a restaurant.,I,staff,friendlier,Positive
493514:0,I cannot imagine a friendlier staff working in a restaurant.,I,staff,imagine,Positive
493514:1,I cannot imagine better Indian food in all of the city.,,food,Indian,Negative
493514:2,I cannot imagine you not rushing out to eat there.,,,,
494850:0,This restaurant used to be our regular Thursday night dinner location.,,,,
494850:1,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",,it,not for the better.,Negative
494850:2,I wish they would change back to what it was before.,,,,
494850:3,The food now is inconsistent.,,The food now,inconsistent.,Positive
496132:0,This is the kind of place you'd like to take all your friends to and still keep a secret.,,,,
496132:1,The setting is casual and romantic.,,The setting,romantic.,Positive
496132:1,The setting is casual and romantic.,,The setting,casual,Positive
496132:2,Prices are very good.,,Prices,very good.,Positive
496132:3,The food is excellent!,,The food,excellent!,Positive
496132:4,"if you're daring, try the balsamic vinegar over icecream, it's wonderful!",,,,
498657:0,"Do not get the Go Go Hamburgers, no matter what the reviews say.",,,,
498657:1,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,,,,
498657:2,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",,,,
498657:3,Steamed fresh so brought hot hot hot to your table.,,,,
498657:4,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",,,,
498657:5,"A few tips: skip the turnip cake, roast pork buns and egg custards.",,,,
498657:6,These are overpriced and you can get better just around the corner:,,,overpriced,Positive
498657:7,(1) turnip cakes at the little kiosk on east side of Mott St. just south of bayard,,,,
498657:8,(2) egg custards and pork buns at either bakery on west side of Mott street just south of Canal.,,,,
503807:0,After passing by this restaurant for sometime I finally decided to go in and have dinner.,,,,
503807:1,I was pleasantly suprised.,I,,pleasantly suprised.,Negative
503807:2,The food was exceptional.,,The food,exceptional.,Positive
503807:3,"The menu consisted of standard brassiere food, better then places like Balthazar etc.",,,,
503807:4,"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",,,,
503807:5,The service was friendly and the atmosphere was casual.,,the atmosphere,casual.,Positive
503807:5,The service was friendly and the atmosphere was casual.,,The service,friendly,Positive
503807:6,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,,The restaurant,a bit noisy,Negative
503807:6,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,,meal,enjoy,Positive
503807:6,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,,meal,great,Positive
505535:0,this little place has a cute interior decor and affordable city prices.,,city prices.,affordable,Positive
505535:1,"the pad se ew chicken was delicious, however the pad thai was far too oily.",,the pad thai,far too oily.,Negative
505535:2,i would just ask for no oil next time.,,oil,no,Negative
507755:0,"Have eaten at Ginger House several times, and it's always good.",,,,
507755:1,The fried dumplings are GREAT!,,The fried dumplings,GREAT!,Positive
507755:2,Finally a reliable Chinese restaurant!,,,Finally a reliable Chinese restaurant!,Positive
507844:0,This place would be so much better served by being run by a group that actually understands customer service.,,,,
507844:1,"The only thing you can do here is walk in and eat .. but planning an event, especially a small, intimate one, forget about it.",,,,
507844:2,"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",,this,"place,",Negative
507844:2,"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",,,not helpful,Negative
507844:3,"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.",,,,
507844:4,"Terrible, terrible management - deserves to be shut-down.",,,,
507937:0,Never fails to please.,,,Never fails to please.,Negative
507937:1,"delicious bagels, especially when right out of the oven.",,,delicious,Positive
507937:2,Spreads and toppings are great - though a bit pricey.,,,great,Positive
507937:2,Spreads and toppings are great - though a bit pricey.,,Spreads,-,Positive
507937:2,Spreads and toppings are great - though a bit pricey.,,toppings,-,Positive
507937:2,Spreads and toppings are great - though a bit pricey.,,,bit pricey.,Positive
507937:3,Service is fast and friendly.,,Service,friendly.,Positive
507937:3,Service is fast and friendly.,,Service,fast,Positive
507937:4,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",,,,
507937:5,But that is highly forgivable.,,,forgivable.,Positive
509227:0,"Been there, done that, and New York, it's not that big a deal.",,,,
509227:1,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",,,decent,Positive
509227:2,"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.",,,,
509227:3,"Rao is a good restaurant, but it's nothing special.",,,it's nothing special.,Positive
511290:0,I've eaten at many different Indian restaurants.,,,,
511290:1,"But after last night, Spice Grill is the only place I'm eating indian cuisine.",,,,
511290:2,You must try the shrimp appetizers.,,,,
511290:3,Even my Indian friend couldn't believe how good and tasty everything was.,,,tasty,Positive
511290:3,Even my Indian friend couldn't believe how good and tasty everything was.,,,good,Positive
511290:4,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,,staff,excellent,Positive
512294:0,"Great food, great prices, great service.",,service.,great,Positive
512294:0,"Great food, great prices, great service.",,"food,",Great,Positive
512294:1,"If you are looking for a good quality, cheap eats - this is the place.",,eats,good,Positive
512294:1,"If you are looking for a good quality, cheap eats - this is the place.",,eats,cheap,Positive
512925:0,it's a perfect place to have a amanzing indian food.,,place,perfect,Positive
512925:1,I really loved the different and inovated touch that's the cheff gives to the food.,I,the different,really loved,Positive
512925:2,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",,,confortable,Positive
512925:2,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",,,romantic,Positive
512925:2,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",,,great,Positive
513395:0,"I love Ess-a-bagel, but I live on the west side, so I often go to Murray's for convenience.",,,,
513395:1,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",,Their bagels,"fine,",Negative
513395:1,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",,Their bagels,"a little overcooked,",Negative
513395:1,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",,Their bagels,not really a 'special' bagel experience.,Negative
513395:2,"Better than the bagel shop on the corner, but not worth going out of your way for, in my opinion.",,the bagel shop,not worth,Negative
513395:3,Also a little more expensive than your average bagel place.,,,,
513521:0,Great bagels made the old-fashioned way.,,bagels,Great,Positive
513521:1,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,,The appetizing,-,Positive
513521:1,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,,The appetizing,excellent,Positive
513521:2,Drawbacks: service is slow and they don't toast!,,Drawbacks: service,slow,Negative
513521:2,Drawbacks: service is slow and they don't toast!,,Drawbacks: service,they don't toast!,Negative
519425:0,The food was absolutely amazing!!,,The food,absolutely amazing!!,Positive
519425:1,The baked clams octopus we shared as appetizers were the best we've ever had!!,,,the,Positive
519425:2,"The lamb was tender so full of flavor, the dessert was divine!!",,the dessert,divine!!,Negative
519425:2,"The lamb was tender so full of flavor, the dessert was divine!!",,The lamb,"full of flavor,",Positive
519425:3,The waiter was attentive.,,The waiter,attentive.,Positive
519425:4,The place itself is beautiful the bar scene seems to be happening.,,,beautiful,Positive
519425:4,The place itself is beautiful the bar scene seems to be happening.,,bar scene,seems to be happening.,Positive
521916:0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",,,,
521916:1,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",,servings,Small,Negative
521916:2,Dessert is a joke...dont bother,,,,
527109:0,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",,,friendly.,Positive
527109:1,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",,,famine.,Negative
527109:2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",,,,
527109:3,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,,The wine list,extensive,Positive
527109:3,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,,The wine list,easily,Positive
527109:4,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",,,,
528251:0,Fantastic place.,,place.,Fantastic,Positive
528251:1,Cute and decorative.,,,decorative.,Positive
528251:1,Cute and decorative.,,,Cute,Positive
528251:2,A pleasant surprise.,,,,
528251:3,Go there to relax and feel like your somewhere else.,,,,
530517:0,Lucky Strike is a great casual place to just grab a bite to eat.,,place,great casual,Positive
530517:0,Lucky Strike is a great casual place to just grab a bite to eat.,,place,grab a bite to eat.,Positive
530517:1,"Yeah the crowd can take it a bit seriously, but it shouldn't.",,,"seriously,",Negative
530517:2,"Great food, great decor, great service.",,"food,",Great,Positive
530517:2,"Great food, great decor, great service.",,service.,great,Positive
530517:3,I recommend it!,I,,it!,Positive
530517:4,Just ignore the trendy wannabes.,,,,
535086:0,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",,spot,perfect,Positive
535086:1,(Always ask the bartender for the SEASONAL beer!!!,,,,
535086:2,Guaranteed to be a tasty experience!),,,to be,Positive
535086:3,Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.,,spot,Excellent,Positive
535086:4,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,I,,NEVER BEEN DISAPPOINTED!,Positive
535086:5,All the people that I bring there go back on their own and bring THEIR friends!,I,,bring there go back,Positive
535086:6,Go there once and oh yes...you will go back...you will...,,there once,Go,Positive
535171:0,What a great place!,,,,
535171:1,Not the typical NYC gimmick theme restaurant.,,gimmick theme restaurant.,Not the typical,Negative
535171:2,"A cool bar with great food, and tons of excellent beer.",,"food,",great,Positive
535171:2,"A cool bar with great food, and tons of excellent beer.",,tons,excellent,Positive
535171:3,And even with it's Pub atmosphere they were great to my kids too!,,,,
535171:4,Loved it!,,,,
535248:0,"Out of the hundreds of Italian restaurants in Queens, this is among the best.",,,,
535248:1,The shrimp scampi was excellent and the antipasti were plentiful.,,The shrimp scampi,excellent,Positive
535248:1,The shrimp scampi was excellent and the antipasti were plentiful.,,the antipasti,plentiful.,Positive
535248:2,It is expensive but well worth the money.,,the money.,well worth,Positive
535248:2,It is expensive but well worth the money.,,It,expensive,Negative
535248:3,"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.",,,great,Positive
536919:0,The only thing more wonderful than the food (which is exceptional) is the service.,,the service.,exceptional),Positive
536919:0,The only thing more wonderful than the food (which is exceptional) is the service.,,,wonderful,Positive
536919:1,The only thing the waiters don't do for you is wipe your chin when you leave.,,,,
536919:2,Wonderful at holiday time.,,at holiday time.,Wonderful,Positive
541532:0,Cozy romantic atomosphere with only around 15 tables at most.,,,,
541532:1,Service was very prompt but slightly rushed.,,Service,very prompt,Negative
541532:2,"Food was very good, but not what I would consider out of this world.",,Food,"very good,",Negative
541532:3,Go here for a romantic dinner but not for an all out wow dining experience.,,,an all out wow dining experience.,Negative
541532:3,Go here for a romantic dinner but not for an all out wow dining experience.,,here for a romantic dinner,Go,Positive
553097:0,My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,,myself,pleasantly surprised,Positive
553097:1,Too bad the food wasn't of the same heritage.,,the food,wasn't of the same heritage.,Negative
553097:1,Too bad the food wasn't of the same heritage.,,the food,Too bad,Negative
553097:2,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",,The porcini mushroom pasta special,"tasteless,",Positive
553097:3,A real dissapointment.,,,A real dissapointment.,Positive
553097:4,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,,,,
553097:5,They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,,,,
553097:6,Priced at upper intermediate range.,,,,
555734:0,I really liked this place.,I,this place.,liked,Positive
555734:1,"Everything I had was good, and I'm a eater.",,,"good,",Positive
555734:2,It was pretty inexpensive too.,,,,
558423:0,This place has the best Chinese style BBQ ribs in the city.,,,best,Positive
558423:1,I also recommend the rice dishes or the different varieties of congee (rice porridge).,I,the rice dishes,recommend,Positive
558423:2,It's great to go for a quick lunch either alone or with a friend.,,,,
558423:3,It's definately not a place to go if you want to impress someone.,,,,
558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",,food,great,Positive
558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",,price,great,Positive
558423:5,Quick and friendly service.,,service.,Quick,Positive
558423:5,Quick and friendly service.,,service.,friendly,Positive
558423:6,This is one of the best comfort food places in the city.,,food places,of the,Positive
558423:7,It's somewhere you can eat and be happy.,,,,
561054:0,"When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's.",,,,
561054:1,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",,,,
561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",,The food,"wonderful, tasty",Positive
561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",,the service,professional,Positive
561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",,The food,"filling,",Positive
561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",,the service,friendly.,Positive
561054:3,"I can't wait for summer, when they serve outside on their gigantic patio.",,,,
561054:4,Ahhh...,,,,
565344:0,I recently tried Suan and I thought that it was great.,,it,great.,Positive
565344:1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,,,exceeded,Positive
565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,,,hot,Positive
565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,,the food,very tasty,Positive
565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,,The service,fast,Positive
565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,,The service,friendly,Positive
565344:3,I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,I,,will most likely stop in again,Positive
571962:0,They all know you.,,,,
571962:1,Good food.,,food.,Good,Positive
571962:2,Good drink.,,drink.,Good,Positive
571962:3,How do you rate home?,,,,
578016:0,I have never had cheescake like this.,,,,
578016:1,I thought I had died and gone to heaven.,,,,
584025:0,"Great spot, whether looking for a couple of drinks or quiet dinner.",,"spot,",Great,Positive
584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,,outdoor seating,in the warmer,Positive
584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,,outdoor seating,terrific,Positive
584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,,,Warm,Positive
584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,,,friendly,Positive
584025:2,The food is great and they have a good selecion of wines at reasonable prices.,,selecion of wines,good,Positive
584025:2,The food is great and they have a good selecion of wines at reasonable prices.,,The food,great,Positive
584025:3,Have been several times and it never dissapoints.,,,never dissapoints.,Positive
608500:0,"After hearing a lot of great things about the restaurant, and passing by it on a daily basis, we decided to try.",,,great,Positive
608500:1,We were less than impressed.,We,,less than impressed.,Positive
608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",,,"great,",Positive
608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",,service,could have been a lot better.,Negative
608500:3,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",,,,
608500:4,Probably would not go again...,,,Probably would not go again...,Negative
610611:0,"i've been to sapphire twice and both times the food was fine, if not good.",,the food,if not good.,Negative
610611:1,"stick with the chicken, beef, and lamb dishes.",,,,
610611:2,i don't usually order wine with indian so i can't comment on their wine list or their wines.,,,,
610611:3,instead ordered an ice cold beer which to me works with indian.,,,,
610611:4,"service is friendly, and never had a problem walking in and getting a table.",,service,had,Positive
610611:4,"service is friendly, and never had a problem walking in and getting a table.",,service,"friendly,",Positive
610611:5,i would recommend reservations on weekends though.,i,reservations on weekends,recommend,Positive
610611:6,skip dessert.,,,,
611117:0,Best Reuben sandwich ever!,,sandwich,Best,Positive
611117:1,A classic!,,,,
611117:2,Don't miss Bloom's on your next trip to Manhatten.,,,,
611117:3,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",,,,
611117:4,Thanks Bloom's for a lovely trip.,,,,
615180:0,"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst.",,this one,definitely the worst.,Positive
615180:1,"The food was not fresh, the sauces were bland and very oily.",,The food,"not fresh,",Negative
615180:1,"The food was not fresh, the sauces were bland and very oily.",,The food,bland,Negative
615180:1,"The food was not fresh, the sauces were bland and very oily.",,the sauces,bland,Negative
615180:1,"The food was not fresh, the sauces were bland and very oily.",,the sauces,very oily.,Negative
615180:2,It just wasn't Thai.,,,,
620892:0,Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,,,,
620892:1,Was surprisingly disappointed.,,,surprisingly disappointed.,Positive
620892:2,Pizza was a little soggy.,,Pizza,a little soggy.,Negative
620892:3,Ravioli was good...but I have to say that I found everything a bit overpriced.,,,,
620892:4,Not enough wines by the glass either.,,,Not enough,Negative
620892:5,"Service, however, was excellent...and I liked the setting/atmosphere a lot.",,,,
620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",,it,would be a bigger draw.,Negative
620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",,Food,just average...if,Negative
620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",,Food,lowered the prices,Negative
624715:0,This place is a great bargain.,,This place,great bargain.,Positive
624715:1,Authentic Pakistani food.,,,,
