sent_id,text,Source,Target,Polar_expression,Polarity
615180:0,"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst.",,a fan of,restaurants,Positive
615180:0,"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst.",,this one,restaurants,Positive
615180:0,"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst.",,a fan of,definitely the worst.,Positive
615180:0,"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst.",,this one,definitely the worst.,Positive
561054:0,"When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's.",,,feeling stressed,Positive
565344:1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,,place,definitely exceeded,Positive
565344:1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,,my expectations,definitely exceeded,Positive
610611:2,i don't usually order wine with indian so i can't comment on their wine list or their wines.,,,,
608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",,food,food,Negative
608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",,service,food,Negative
608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",,food,could have been a lot better.,Negative
608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",,service,could have been a lot better.,Negative
620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",,Food,would,Negative
620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",,Food,draw.,Negative
584025:2,The food is great and they have a good selecion of wines at reasonable prices.,,The food,great,Positive
584025:2,The food is great and they have a good selecion of wines at reasonable prices.,,selecion of wines,great,Positive
584025:2,The food is great and they have a good selecion of wines at reasonable prices.,,The food,good,Positive
584025:2,The food is great and they have a good selecion of wines at reasonable prices.,,selecion of wines,good,Positive
584025:2,The food is great and they have a good selecion of wines at reasonable prices.,,The food,reasonable prices.,Positive
584025:2,The food is great and they have a good selecion of wines at reasonable prices.,,selecion of wines,reasonable prices.,Positive
610611:0,"i've been to sapphire twice and both times the food was fine, if not good.",,both times the food,not,Negative
610611:0,"i've been to sapphire twice and both times the food was fine, if not good.",,"fine,",not,Negative
561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",,The food,"wonderful, tasty",Positive
561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",,"filling,","wonderful, tasty",Positive
561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",,the service,"wonderful, tasty",Positive
561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",,The food,professional,Positive
561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",,"filling,",professional,Positive
561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",,the service,professional,Positive
584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,,,friendly,Positive
584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,,,terrific,Positive
584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,,,the warmer months.,Positive
610611:4,"service is friendly, and never had a problem walking in and getting a table.",,service,never,Positive
610611:4,"service is friendly, and never had a problem walking in and getting a table.",,service,walking in,Positive
610611:4,"service is friendly, and never had a problem walking in and getting a table.",,service,table.,Positive
620892:0,Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,,pizza,outstanding,Positive
620892:0,Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,,pizza,(as I love La Pizza Fresca).,Positive
620892:3,Ravioli was good...but I have to say that I found everything a bit overpriced.,,Ravioli,bit overpriced.,Negative
620892:3,Ravioli was good...but I have to say that I found everything a bit overpriced.,,everything,bit overpriced.,Negative
561054:3,"I can't wait for summer, when they serve outside on their gigantic patio.",,,outside on their gigantic patio.,Positive
584025:0,"Great spot, whether looking for a couple of drinks or quiet dinner.",,,Great,Positive
584025:0,"Great spot, whether looking for a couple of drinks or quiet dinner.",,,quiet dinner.,Positive
610611:3,instead ordered an ice cold beer which to me works with indian.,,,cold,Negative
610611:3,instead ordered an ice cold beer which to me works with indian.,,,works,Negative
610611:3,instead ordered an ice cold beer which to me works with indian.,,,indian.,Negative
615180:1,"The food was not fresh, the sauces were bland and very oily.",,The food,"not fresh,",Negative
615180:1,"The food was not fresh, the sauces were bland and very oily.",,the,"not fresh,",Negative
615180:1,"The food was not fresh, the sauces were bland and very oily.",,The food,sauces,Negative
615180:1,"The food was not fresh, the sauces were bland and very oily.",,the,sauces,Negative
615180:1,"The food was not fresh, the sauces were bland and very oily.",,The food,very oily.,Negative
615180:1,"The food was not fresh, the sauces were bland and very oily.",,the,very oily.,Negative
565344:0,I recently tried Suan and I thought that it was great.,,it,recently tried Suan,Positive
565344:0,I recently tried Suan and I thought that it was great.,,it,great.,Positive
620892:5,"Service, however, was excellent...and I liked the setting/atmosphere a lot. ",,"Service, however,",liked,Positive
620892:5,"Service, however, was excellent...and I liked the setting/atmosphere a lot. ",,the setting/atmosphere,liked,Positive
620892:5,"Service, however, was excellent...and I liked the setting/atmosphere a lot. ",,"Service, however,",lot.,Positive
620892:5,"Service, however, was excellent...and I liked the setting/atmosphere a lot. ",,the setting/atmosphere,lot.,Positive
578016:1,I thought I had died and gone to heaven.,,,,
611117:2,Don't miss Bloom's on your next trip to Manhatten.,,,,
558423:7,It's somewhere you can eat and be happy.,,,,
584025:3,Have been several times and it never dissapoints.,,,never dissapoints.,Negative
610611:1,"stick with the chicken, beef, and lamb dishes.",,,"with the chicken, beef,",Positive
610611:1,"stick with the chicken, beef, and lamb dishes.",,,dishes.,Positive
578016:0,I have never had cheescake like this.,,cheescake,never had cheescake like this.,Negative
610611:5,i would recommend reservations on weekends though.,,,on weekends,Negative
620892:4,Not enough wines by the glass either.,,,Not enough wines by the glass either.,Negative
611117:4,Thanks Bloom's for a lovely trip.,,,,
624715:0,This place is a great bargain.,,This place,great bargain.,Positive
571962:3,How do you rate home?,,,,
608500:1,We were less than impressed.,,,less than impressed.,Negative
608500:4,Probably would not go again...,,,would not go again...,Negative
620892:2,Pizza was a little soggy.,,soggy.,a little soggy.,Negative
571962:0,They all know you.,,,,
611117:0,Best Reuben sandwich ever!,,Reuben sandwich,Best,Positive
615180:2,It just wasn't Thai.,,,,
624715:2,People are always friendly.,,People,always friendly.,Positive
620892:1,Was surprisingly disappointed.,,,,
624715:1,Authentic Pakistani food.,,,,
571962:1,Good food.,,food.,Good food.,Positive
571962:2,Good drink.,,drink.,Good drink.,Positive
610611:6,skip dessert.,,,,
611117:1,A classic!,,,,
561054:4,Ahhh...,,,,
630914:2,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",,,,
682250:1,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",,The portions,so,Positive
682250:1,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",,things,so,Positive
682250:1,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",,The portions,entree per,Negative
682250:1,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",,things,entree per,Negative
709294:1,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",,outdoor,recently,Positive
709294:1,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",,my,recently,Positive
709294:1,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",,outdoor,perfect since,Positive
709294:1,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",,my,perfect since,Positive
709294:1,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",,outdoor,me.,Positive
709294:1,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",,my,me.,Positive
682250:2,"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",,values,offers,Positive
682250:2,"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",,values,one of the best values for your money.,Positive
707917:1,"For those that go once and don't enjoy it, all I can say is that they just don't get it.",,,,
709294:4,"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.",,,"Nobu, it",Negative
709294:4,"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.",,,great,Positive
709294:4,"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.",,,will leave feeling satisfied,Positive
707917:0,I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,,,,
632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.",,all,Best of,Positive
632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.",,service,Best of,Positive
632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.",,all,the warm,Positive
632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.",,service,the warm,Positive
632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.",,all,super friendly,Positive
632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.",,service,super friendly,Positive
680390:2,"In an area sadly lacking in decent Thai food, this is one of the best spots.",,,one of the best spots.,Positive
682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",,"service,",nice,Positive
682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",,the food,nice,Positive
682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",,"service,",good,Positive
682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",,the food,good,Positive
682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",,"service,",excellent.,Negative
682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",,the food,excellent.,Negative
713152:1,"I got the $10 10-piece dim sum combo, every bite of which was great.",,the $10 10-piece,bite,Negative
713152:1,"I got the $10 10-piece dim sum combo, every bite of which was great.",,the $10 10-piece,great.,Positive
630914:3,"Nice atmosphere, the service was very pleasant and the desert was good.",,the service,Nice,Positive
630914:3,"Nice atmosphere, the service was very pleasant and the desert was good.",,the service,very pleasant,Positive
680390:0,"Toons has recently been redone, so it's now a very attractive space.",,Toons,"has recently been redone, so it's now a very attractive space.",Positive
709294:3,"The portion sizes here are huge, and the sushi is good.",,,,
632121:1,The jukebox plays everything from Italian Opera to The Strokes.,,everything,Opera,Positive
632121:1,The jukebox plays everything from Italian Opera to The Strokes.,,Italian,Opera,Positive
632121:2,"The food is amazing, rich pastas and fresh doughy pizza.",,The food,"amazing, rich pastas",Positive
632121:2,"The food is amazing, rich pastas and fresh doughy pizza.",,The food,fresh,Positive
680345:0,This is an amazing place to try some roti rolls.,,,amazing,Positive
682391:0,Best drumsticks over rice and sour spicy soup in town!,,sour spicy soup,Best,Positive
630914:1,I'm not picky - but it was actually gross.,,I'm,not picky -,Negative
630914:1,I'm not picky - but it was actually gross.,,it,not picky -,Negative
630914:1,I'm not picky - but it was actually gross.,,I'm,gross.,Negative
630914:1,I'm not picky - but it was actually gross.,,it,gross.,Negative
632121:0,This is the perfect date spot for Williamsburg couples.,,spot for Williamsburg couples.,perfect date spot,Positive
632121:0,This is the perfect date spot for Williamsburg couples.,,spot for Williamsburg couples.,Williamsburg couples.,Positive
657129:3,the drinks are amazing and half off till 8pm.,,the drinks,amazing,Positive
657129:3,the drinks are amazing and half off till 8pm.,,the drinks,8pm.,Positive
680345:1,I really recommend the very simple Unda (Egg) rolls.,,,really recommend,Positive
680345:1,I really recommend the very simple Unda (Egg) rolls.,,,very simple Unda (Egg) rolls.,Positive
682391:2,The service is good and the resturant is clean.,,The service,good,Positive
682391:2,The service is good and the resturant is clean.,,the resturant,good,Positive
707917:2,Rao's has the best service and atmosphere in NYC.,,service,has the best,Positive
707917:2,Rao's has the best service and atmosphere in NYC.,,service,NYC.,Positive
626269:2,The design and atmosphere is just as good.,,atmosphere,The design,Positive
632121:4,"If only they delivered, they'd make a mint!",,"they delivered,",mint!,Positive
657129:4,"Ask for Usha, the nicest bartender in manhattan.",,Ask,"Usha, the nicest bartender in manhattan.",Positive
680345:2,"Delicate spices, onions, eggs and a kick-ass roti.",,,,
626269:1,The best pad thai i've ever had.,,pad thai i've,The best pad thai i've ever had.,Positive
626269:3,bottles of wine are cheap and good.,,wine,cheap,Positive
682391:1,Beef noodle soup is good as well.,,noodle soup,good,Positive
709294:0,My roommate and I LOVE this place.,,,,
713152:0,"Excellent dumplings served amid clean, chic decor.",,dumplings,Excellent,Positive
713152:0,"Excellent dumplings served amid clean, chic decor.",,dumplings,"served amid clean, chic decor.",Positive
624715:4,"Just straight up cheap, good food.",,,good food.,Positive
657129:5,My fav was the sassy lassi...,,,,
680390:1,The food's as good as ever.,,,good,Positive
709294:2,Indoor was very cozy and cute.,,,very cozy,Positive
624715:3,Don't waste money on decor.,,,,
626269:4,What more could you want?,,,could you want?,Negative
630914:0,The food was actually aweful.,,The food,aweful.,Negative
630914:4,Wouldn't recomend it for dinner!,,,,
657129:0,go here for the drinks!,,,,
682250:3,Can't wait to go back.,,,,
682391:3,Best Taiwanese food in NY!,,food,Best,Positive
707917:3,Good luck getting a table.,,table.,Good,Positive
626269:0,Faan is sooo good.,,,,
657129:1,esp. during happy hour!,,,happy hour!,Positive
709294:5,Staff is very accomodating.,,Staff,very accomodating.,Negative
657129:2,enough said!,,,enough said!,Positive
680345:3,Amazing!,,,,
744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",,,makes,Positive
744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",,,feel like,Positive
744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",,,"very very good food, cheaply-priced,",Positive
744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",,,"friendly staff,",Positive
744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",,,or spend most of your time,Positive
744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",,,will make you,Positive
744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",,,expensive prices,Negative
740923:3,Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,,,,
746254:2,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",,,would,Negative
746254:2,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",,,we'd get an apology or complimentary,Negative
746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",,many,With,Positive
746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",,restaurants on the,With,Positive
746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",,management,With,Positive
746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",,many,good,Positive
746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",,restaurants on the,good,Positive
746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",,management,good,Positive
751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,,the area,on the pricey side.,Negative
751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,,disappointed,on the pricey side.,Negative
751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,,the food,on the pricey side.,Negative
720620:7,Just make sure my ice water is kept full and my tea kettle filled with piping hot tea and that's all the service I need...,,,,
740923:1,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",,staff,unfriendly,Negative
740923:1,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",,a sushi chef that,unfriendly,Negative
740923:1,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",,staff,miserable,Negative
740923:1,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",,a sushi chef that,miserable,Negative
740923:1,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",,staff,place.,Negative
740923:1,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",,a sushi chef that,place.,Negative
735448:4,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",,the trip,definitely worth,Positive
735448:4,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",,the trip,trip,Positive
720620:2,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,,,,
720620:4,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",,the congee,delicious,Positive
720620:4,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",,the donut like,delicious,Positive
720620:4,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",,the congee,bread.,Positive
720620:4,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",,the donut like,bread.,Positive
751493:1,If you are in the area try The Bagel Shoppe on 74th street which is 3 blocks away on 2nd Ave.,,3,3 blocks away on 2nd Ave.,Positive
720620:3,This dish is my favorite and I always get it when I go there and never get tired of it.,,This dish,never get tired,Negative
737999:1,"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.",,the guy who owns,just down the,Positive
717570:0,I came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.,,it,highly recommended,Positive
717570:4,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,,the crabmeat lasagna,must have the crabmeat lasagna which,Negative
717570:4,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,,chocolate,must have the crabmeat lasagna which,Negative
746254:0,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,,,,
720418:2,"When family came in he gave them apps to test their palets, and then ordered for them.",,,,
720620:0,"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.",,,"does not mean Big Wong, it actually",Negative
720620:0,"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.",,,Great Prosperity.,Negative
717570:3,The portions are small but being that the food was so good makes up for that.,,The portions,small,Negative
717570:3,The portions are small but being that the food was so good makes up for that.,,the food,small,Negative
717570:3,The portions are small but being that the food was so good makes up for that.,,The portions,good,Positive
717570:3,The portions are small but being that the food was so good makes up for that.,,the food,good,Positive
740923:0,Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.,,,restaurants.,Negative
740923:2,Price and quality of fish alone will keep us from making a return visit.,,Price,keep us from making a return visit.,Positive
740923:2,Price and quality of fish alone will keep us from making a return visit.,,quality,keep us from making a return visit.,Positive
744478:0,"This place, which is only a few months old, is perhaps Queens' biggest secret!",,This,biggest secret!,Positive
744478:0,"This place, which is only a few months old, is perhaps Queens' biggest secret!",,"old,",biggest secret!,Positive
717570:2,The food was delicious but do not come here on a empty stomach.,,The food,delicious,Positive
717570:2,The food was delicious but do not come here on a empty stomach.,,The food,not come,Negative
717570:2,The food was delicious but do not come here on a empty stomach.,,The food,on a empty stomach.,Negative
720620:1,The food here does a great service to the name (Cantonese that is...).,,service,great,Positive
737999:6,"It's also attached to Angel's Share, which is a cool, more romantic bar...",,,"cool, more romantic bar...",Negative
720620:8,Big Wong is a great place to eat and fill your stomach.,,place,Big Wong is,Positive
720620:8,Big Wong is a great place to eat and fill your stomach.,,place,great,Positive
713152:4,I won't go back unless someone else is footing the bill.,,bill.,won't go,Positive
737999:4,A great place to meet up for some food and drinks...  ,,place,great,Positive
717570:5,The staff there is very attentive and down to earth.,,The staff,there,Positive
717570:5,The staff there is very attentive and down to earth.,,The staff,very attentive and down to earth.,Positive
735448:0,this place... we stumbled upon it on labor day weekend.,,,,
720620:5,Simply some good tasting Chinese food at incredible prices...,,tasting Chinese food,good,Positive
720620:6,Service is not what you are coming here for...,,Service,not what you are coming,Negative
735448:1,"whoever the jazz duo was, they were on POINT.",,,,
720418:0,Great Indian food and the service is incredible.,,food,Great,Positive
720418:0,Great Indian food and the service is incredible.,,the service,Great,Positive
720418:1,The owner truly caters to all your needs.,,,,
720418:3,Everyone was more then happy with his choices.,,,happy with his choices.,Positive
720418:4,Great food and the prices are very reasonable.,,food,Great,Positive
720418:4,Great food and the prices are very reasonable.,,the prices,Great,Positive
720418:4,Great food and the prices are very reasonable.,,food,very reasonable.,Negative
720418:4,Great food and the prices are very reasonable.,,the prices,very reasonable.,Negative
735448:2,"good music, great food, speedy service affordable prices.",,"food,",good,Positive
735448:2,"good music, great food, speedy service affordable prices.",,service,good,Positive
735448:2,"good music, great food, speedy service affordable prices.",,"food,","great food,",Positive
735448:2,"good music, great food, speedy service affordable prices.",,service,"great food,",Positive
735448:3,even the wine by the glass was good.,,,,
737999:2,Always good drinks and service is pretty good;,,drinks,good,Positive
737999:2,Always good drinks and service is pretty good;,,service,good,Positive
737999:2,Always good drinks and service is pretty good;,,drinks,pretty good;,Positive
737999:2,Always good drinks and service is pretty good;,,service,pretty good;,Positive
717570:1,The decor is very simple but comfortable.,,The decor,very simple,Negative
717570:6,I loved it and would go again.,,it,loved,Positive
713152:2,But $1 for each small piece???,,,small piece???,Negative
737999:3,Atmosphere is nice and relaxed too...,,Atmosphere,nice,Positive
737999:3,Atmosphere is nice and relaxed too...,,Atmosphere,relaxed too...,Positive
737999:5,Yakitori (bbq meats) is tasty too.,,(bbq,tasty too.,Positive
746254:1,We were then shooed inside.,,,,
746254:3,"We left, never to return.",,,never to return.,Negative
737999:0,Consistently good Japanese Tapas.,,,good,Positive
713152:3,Not worth it.,,,Not worth it.,Negative
740923:4,No thanks!!!,,thanks!!!,No,Negative
875139:6,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",,task,pretty extra,Negative
875139:6,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",,diggest..,pretty extra,Negative
875139:6,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",,moody afterwards,pretty extra,Negative
875139:6,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",,task,big,Positive
875139:6,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",,diggest..,big,Positive
875139:6,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",,moody afterwards,big,Positive
875139:6,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",,task,tasty,Positive
875139:6,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",,diggest..,tasty,Positive
875139:6,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",,moody afterwards,tasty,Positive
875139:6,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",,task,full with,Positive
875139:6,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",,diggest..,full with,Positive
875139:6,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",,moody afterwards,full with,Positive
875139:6,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",,task,slice,Negative
875139:6,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",,diggest..,slice,Negative
875139:6,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",,moody afterwards,slice,Negative
872763:5,Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,,breath,Never have,Negative
872763:5,Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,,breath,dramatic,Negative
872763:5,Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,,breath,(a lot of huffing,Positive
872763:5,Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,,breath,always,Positive
872763:5,Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,,breath,tips.,Negative
773720:0,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,,Food,good,Positive
