sent_id,text,Source,Target,Polar_expression,Polarity,Target_matching
509227:0,"Been there, done that, and New York, it's not that big a deal.",,,,,FALSE
509227:1,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",,,decent,Positive,FALSE
509227:2,"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.",,,,,FALSE
509227:3,"Rao is a good restaurant, but it's nothing special.",,,it's nothing special.,Positive,FALSE
511290:0,I've eaten at many different Indian restaurants.,,,,,FALSE
511290:1,"But after last night, Spice Grill is the only place I'm eating indian cuisine.",,,,,FALSE
511290:2,You must try the shrimp appetizers.,,,,,FALSE
511290:3,Even my Indian friend couldn't believe how good and tasty everything was.,,,tasty,Positive,FALSE
511290:3,Even my Indian friend couldn't believe how good and tasty everything was.,,,good,Positive,FALSE
511290:4,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,,staff,excellent,Positive,TRUE
512294:0,"Great food, great prices, great service.",,service.,great,Positive,TRUE
512294:0,"Great food, great prices, great service.",,"food,",Great,Positive,TRUE
512294:1,"If you are looking for a good quality, cheap eats - this is the place.",,eats,good,Positive,TRUE
512294:1,"If you are looking for a good quality, cheap eats - this is the place.",,eats,cheap,Positive,TRUE
512925:0,it's a perfect place to have a amanzing indian food.,,place,perfect,Positive,FALSE
512925:1,I really loved the different and inovated touch that's the cheff gives to the food.,I,the different,really loved,Positive,FALSE
512925:2,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",,,confortable,Positive,FALSE
512925:2,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",,,romantic,Positive,FALSE
512925:2,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",,,great,Positive,FALSE
513395:0,"I love Ess-a-bagel, but I live on the west side, so I often go to Murray's for convenience.",,,,,FALSE
513395:1,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",,Their bagels,"fine,",Negative,TRUE
513395:1,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",,Their bagels,"a little overcooked,",Negative,TRUE
513395:1,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",,Their bagels,not really a 'special' bagel experience.,Negative,TRUE
513395:2,"Better than the bagel shop on the corner, but not worth going out of your way for, in my opinion.",,the bagel shop,not worth,Negative,FALSE
513395:3,Also a little more expensive than your average bagel place.,,,,,FALSE
513521:0,Great bagels made the old-fashioned way.,,bagels,Great,Positive,TRUE
513521:1,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,,The appetizing,-,Positive,FALSE
513521:1,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,,The appetizing,excellent,Positive,FALSE
513521:2,Drawbacks: service is slow and they don't toast!,,Drawbacks: service,slow,Negative,TRUE
513521:2,Drawbacks: service is slow and they don't toast!,,Drawbacks: service,they don't toast!,Negative,TRUE
519425:0,The food was absolutely amazing!!,,The food,absolutely amazing!!,Positive,TRUE
519425:1,The baked clams octopus we shared as appetizers were the best we've ever had!!,,,the,Positive,FALSE
519425:2,"The lamb was tender so full of flavor, the dessert was divine!!",,the dessert,divine!!,Negative,TRUE
519425:2,"The lamb was tender so full of flavor, the dessert was divine!!",,The lamb,"full of flavor,",Positive,TRUE
519425:3,The waiter was attentive.,,The waiter,attentive.,Positive,TRUE
519425:4,The place itself is beautiful the bar scene seems to be happening.,,,beautiful,Positive,FALSE
519425:4,The place itself is beautiful the bar scene seems to be happening.,,bar scene,seems to be happening.,Positive,TRUE
521916:0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",,,,,FALSE
521916:1,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",,servings,Small,Negative,TRUE
521916:2,Dessert is a joke...dont bother,,,,,FALSE
527109:0,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",,,friendly.,Positive,FALSE
527109:1,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",,,famine.,Negative,FALSE
527109:2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",,,,,FALSE
527109:3,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,,The wine list,extensive,Positive,TRUE
527109:3,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,,The wine list,easily,Positive,TRUE
527109:4,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",,,,,FALSE
528251:0,Fantastic place.,,place.,Fantastic,Positive,TRUE
528251:1,Cute and decorative.,,,decorative.,Positive,FALSE
528251:1,Cute and decorative.,,,Cute,Positive,FALSE
528251:2,A pleasant surprise.,,,,,FALSE
528251:3,Go there to relax and feel like your somewhere else.,,,,,FALSE
530517:0,Lucky Strike is a great casual place to just grab a bite to eat.,,place,great casual,Positive,FALSE
530517:0,Lucky Strike is a great casual place to just grab a bite to eat.,,place,grab a bite to eat.,Positive,FALSE
530517:1,"Yeah the crowd can take it a bit seriously, but it shouldn't.",,,"seriously,",Negative,FALSE
530517:2,"Great food, great decor, great service.",,"food,",Great,Positive,TRUE
530517:2,"Great food, great decor, great service.",,service.,great,Positive,TRUE
530517:3,I recommend it!,I,,it!,Positive,FALSE
530517:4,Just ignore the trendy wannabes.,,,,,FALSE
535086:0,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",,spot,perfect,Positive,TRUE
535086:1,(Always ask the bartender for the SEASONAL beer!!!,,,,,FALSE
535086:2,Guaranteed to be a tasty experience!),,,to be,Positive,FALSE
535086:3,Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.,,spot,Excellent,Positive,TRUE
535086:4,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,I,,NEVER BEEN DISAPPOINTED!,Positive,FALSE
535086:5,All the people that I bring there go back on their own and bring THEIR friends!,I,,bring there go back,Positive,FALSE
535086:6,Go there once and oh yes...you will go back...you will...,,there once,Go,Positive,FALSE
535171:0,What a great place!,,,,,FALSE
535171:1,Not the typical NYC gimmick theme restaurant.,,gimmick theme restaurant.,Not the typical,Negative,TRUE
535171:2,"A cool bar with great food, and tons of excellent beer.",,"food,",great,Positive,TRUE
535171:2,"A cool bar with great food, and tons of excellent beer.",,tons,excellent,Positive,FALSE
535171:3,And even with it's Pub atmosphere they were great to my kids too!,,,,,FALSE
535171:4,Loved it!,,,,,FALSE
535248:0,"Out of the hundreds of Italian restaurants in Queens, this is among the best.",,,,,FALSE
535248:1,The shrimp scampi was excellent and the antipasti were plentiful.,,The shrimp scampi,excellent,Positive,TRUE
535248:1,The shrimp scampi was excellent and the antipasti were plentiful.,,the antipasti,plentiful.,Positive,TRUE
535248:2,It is expensive but well worth the money.,,the money.,well worth,Positive,FALSE
535248:2,It is expensive but well worth the money.,,It,expensive,Negative,FALSE
535248:3,"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.",,,great,Positive,FALSE
536919:0,The only thing more wonderful than the food (which is exceptional) is the service.,,the service.,exceptional),Positive,TRUE
536919:0,The only thing more wonderful than the food (which is exceptional) is the service.,,,wonderful,Positive,FALSE
536919:1,The only thing the waiters don't do for you is wipe your chin when you leave.,,,,,FALSE
536919:2,Wonderful at holiday time.,,at holiday time.,Wonderful,Positive,FALSE
541532:0,Cozy romantic atomosphere with only around 15 tables at most.,,,,,FALSE
541532:1,Service was very prompt but slightly rushed.,,Service,very prompt,Negative,TRUE
541532:2,"Food was very good, but not what I would consider out of this world.",,Food,"very good,",Negative,TRUE
541532:3,Go here for a romantic dinner but not for an all out wow dining experience.,,,an all out wow dining experience.,Negative,FALSE
541532:3,Go here for a romantic dinner but not for an all out wow dining experience.,,here for a romantic dinner,Go,Positive,FALSE
553097:0,My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,,myself,pleasantly surprised,Positive,FALSE
553097:1,Too bad the food wasn't of the same heritage.,,the food,wasn't of the same heritage.,Negative,TRUE
553097:1,Too bad the food wasn't of the same heritage.,,the food,Too bad,Negative,TRUE
553097:2,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",,The porcini mushroom pasta special,"tasteless,",Positive,TRUE
553097:3,A real dissapointment.,,,A real dissapointment.,Positive,FALSE
553097:4,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,,,,,FALSE
553097:5,They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,,,,,FALSE
553097:6,Priced at upper intermediate range.,,,,,FALSE
555734:0,I really liked this place.,I,this place.,liked,Positive,TRUE
555734:1,"Everything I had was good, and I'm a eater.",,,"good,",Positive,FALSE
555734:2,It was pretty inexpensive too.,,,,,FALSE
558423:0,This place has the best Chinese style BBQ ribs in the city.,,,best,Positive,FALSE
558423:1,I also recommend the rice dishes or the different varieties of congee (rice porridge).,I,the rice dishes,recommend,Positive,TRUE
558423:2,It's great to go for a quick lunch either alone or with a friend.,,,,,FALSE
558423:3,It's definately not a place to go if you want to impress someone.,,,,,FALSE
558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",,food,great,Positive,TRUE
558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",,price,great,Positive,FALSE
558423:5,Quick and friendly service.,,service.,Quick,Positive,TRUE
558423:5,Quick and friendly service.,,service.,friendly,Positive,TRUE
558423:6,This is one of the best comfort food places in the city.,,food places,of the,Positive,FALSE
558423:7,It's somewhere you can eat and be happy.,,,,,FALSE
561054:0,"When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's.",,,,,FALSE
561054:1,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",,,,,FALSE
561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",,The food,"wonderful, tasty",Positive,TRUE
561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",,the service,professional,Positive,TRUE
561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",,The food,"filling,",Positive,TRUE
561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",,the service,friendly.,Positive,TRUE
561054:3,"I can't wait for summer, when they serve outside on their gigantic patio.",,,,,FALSE
561054:4,Ahhh...,,,,,FALSE
565344:0,I recently tried Suan and I thought that it was great.,,it,great.,Positive,FALSE
565344:1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,,,exceeded,Positive,FALSE
565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,,,hot,Positive,FALSE
565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,,the food,very tasty,Positive,TRUE
565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,,The service,fast,Positive,TRUE
565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,,The service,friendly,Positive,TRUE
565344:3,I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,I,,will most likely stop in again,Positive,FALSE
571962:0,They all know you.,,,,,FALSE
571962:1,Good food.,,food.,Good,Positive,TRUE
571962:2,Good drink.,,drink.,Good,Positive,TRUE
571962:3,How do you rate home?,,,,,FALSE
578016:0,I have never had cheescake like this.,,,,,FALSE
578016:1,I thought I had died and gone to heaven.,,,,,FALSE
584025:0,"Great spot, whether looking for a couple of drinks or quiet dinner.",,"spot,",Great,Positive,TRUE
584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,,outdoor seating,in the warmer,Positive,TRUE
584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,,outdoor seating,terrific,Positive,TRUE
584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,,,Warm,Positive,FALSE
584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,,,friendly,Positive,FALSE
584025:2,The food is great and they have a good selecion of wines at reasonable prices.,,selecion of wines,good,Positive,TRUE
584025:2,The food is great and they have a good selecion of wines at reasonable prices.,,The food,great,Positive,TRUE
584025:3,Have been several times and it never dissapoints.,,,never dissapoints.,Positive,FALSE
608500:0,"After hearing a lot of great things about the restaurant, and passing by it on a daily basis, we decided to try.",,,great,Positive,FALSE
608500:1,We were less than impressed.,We,,less than impressed.,Positive,FALSE
608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",,,"great,",Positive,FALSE
608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",,service,could have been a lot better.,Negative,TRUE
608500:3,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",,,,,FALSE
608500:4,Probably would not go again...,,,Probably would not go again...,Negative,FALSE
610611:0,"i've been to sapphire twice and both times the food was fine, if not good.",,the food,if not good.,Negative,TRUE
610611:1,"stick with the chicken, beef, and lamb dishes.",,,,,FALSE
610611:2,i don't usually order wine with indian so i can't comment on their wine list or their wines.,,,,,FALSE
610611:3,instead ordered an ice cold beer which to me works with indian.,,,,,FALSE
610611:4,"service is friendly, and never had a problem walking in and getting a table.",,service,had,Positive,TRUE
610611:4,"service is friendly, and never had a problem walking in and getting a table.",,service,"friendly,",Positive,TRUE
610611:5,i would recommend reservations on weekends though.,i,reservations on weekends,recommend,Positive,FALSE
610611:6,skip dessert.,,,,,FALSE
611117:0,Best Reuben sandwich ever!,,sandwich,Best,Positive,TRUE
611117:1,A classic!,,,,,FALSE
611117:2,Don't miss Bloom's on your next trip to Manhatten.,,,,,FALSE
611117:3,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",,,,,FALSE
611117:4,Thanks Bloom's for a lovely trip.,,,,,FALSE
615180:0,"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst.",,this one,definitely the worst.,Positive,FALSE
615180:1,"The food was not fresh, the sauces were bland and very oily.",,The food,"not fresh,",Negative,TRUE
615180:1,"The food was not fresh, the sauces were bland and very oily.",,The food,bland,Negative,TRUE
615180:1,"The food was not fresh, the sauces were bland and very oily.",,the sauces,bland,Negative,TRUE
615180:1,"The food was not fresh, the sauces were bland and very oily.",,the sauces,very oily.,Negative,TRUE
615180:2,It just wasn't Thai.,,,,,FALSE
620892:0,Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,,,,,FALSE
620892:1,Was surprisingly disappointed.,,,surprisingly disappointed.,Positive,FALSE
620892:2,Pizza was a little soggy.,,Pizza,a little soggy.,Negative,TRUE
620892:3,Ravioli was good...but I have to say that I found everything a bit overpriced.,,,,,FALSE
620892:4,Not enough wines by the glass either.,,,Not enough,Negative,FALSE
620892:5,"Service, however, was excellent...and I liked the setting/atmosphere a lot.",,,,,FALSE
620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",,it,would be a bigger draw.,Negative,FALSE
620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",,Food,just average...if,Negative,TRUE
620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",,Food,lowered the prices,Negative,TRUE
624715:0,This place is a great bargain.,,This place,great bargain.,Positive,TRUE
624715:1,Authentic Pakistani food.,,,,,FALSE
624715:2,People are always friendly.,,People,always friendly.,Positive,TRUE
624715:3,Don't waste money on decor.,,money,Don't,Positive,FALSE
624715:4,"Just straight up cheap, good food.",,,,,FALSE
626269:0,Faan is sooo good.,,Faan,sooo good.,Positive,TRUE
626269:1,The best pad thai i've ever had.,,,best,Positive,FALSE
626269:2,The design and atmosphere is just as good.,,The design,just as good.,Negative,TRUE
626269:2,The design and atmosphere is just as good.,,atmosphere,just as good.,Negative,TRUE
626269:3,bottles of wine are cheap and good.,,bottles of wine,cheap,Positive,TRUE
626269:3,bottles of wine are cheap and good.,,bottles of wine,good.,Positive,TRUE
626269:4,What more could you want?,,,,,FALSE
630914:0,The food was actually aweful.,,The food,actually aweful.,Positive,TRUE
630914:1,I'm not picky - but it was actually gross.,,it,actually gross.,Negative,FALSE
630914:2,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",,,,,FALSE
630914:3,"Nice atmosphere, the service was very pleasant and the desert was good.",,"atmosphere, the service",Nice,Positive,TRUE
630914:3,"Nice atmosphere, the service was very pleasant and the desert was good.",,"atmosphere, the service",very pleasant,Positive,TRUE
630914:3,"Nice atmosphere, the service was very pleasant and the desert was good.",,the desert,good.,Positive,TRUE
630914:4,Wouldn't recomend it for dinner!,,,,,FALSE
632121:0,This is the perfect date spot for Williamsburg couples.,,date spot,perfect,Positive,FALSE
632121:1,The jukebox plays everything from Italian Opera to The Strokes.,,,,,FALSE
632121:2,"The food is amazing, rich pastas and fresh doughy pizza.",,The food,"amazing, rich pastas",Positive,TRUE
632121:2,"The food is amazing, rich pastas and fresh doughy pizza.",,The food,fresh doughy pizza.,Positive,TRUE
632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.",,service,fast.,Positive,TRUE
632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.",,owner,super friendly,Positive,TRUE
632121:4,"If only they delivered, they'd make a mint!",,,,,FALSE
657129:0,go here for the drinks!,,here,go,Positive,FALSE
657129:1,esp. during happy hour!,,,,,FALSE
657129:2,enough said!,,,,,FALSE
657129:3,the drinks are amazing and half off till 8pm.,,the drinks,amazing,Positive,TRUE
657129:4,"Ask for Usha, the nicest bartender in manhattan.",,bartender,the nicest,Positive,FALSE
657129:5,My fav was the sassy lassi...,,,,,FALSE
680345:0,This is an amazing place to try some roti rolls.,,place,amazing,Positive,FALSE
680345:1,I really recommend the very simple Unda (Egg) rolls.,I,,very simple,Positive,FALSE
680345:2,"Delicate spices, onions, eggs and a kick-ass roti.",,,,,FALSE
680345:3,Amazing!,,,,,FALSE
680390:0,"Toons has recently been redone, so it's now a very attractive space.",,Toons,"redone,",Positive,TRUE
680390:1,The food's as good as ever.,,food's,good,Positive,TRUE
680390:2,"In an area sadly lacking in decent Thai food, this is one of the best spots.",,,,,FALSE
682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",,"service,",nice,Positive,TRUE
682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",,"service,",good,Positive,TRUE
682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",,the food,surprisingly excellent.,Positive,TRUE
682250:1,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",,,,,FALSE
682250:2,"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",,,offers,Positive,FALSE
682250:3,Can't wait to go back.,,,wait to go back.,Positive,FALSE
682391:0,Best drumsticks over rice and sour spicy soup in town!,,drumsticks,Best,Positive,TRUE
682391:1,Beef noodle soup is good as well.,,Beef noodle soup,good,Positive,TRUE
682391:2,The service is good and the resturant is clean.,,the resturant,clean.,Positive,TRUE
682391:2,The service is good and the resturant is clean.,,The service,good,Positive,TRUE
682391:3,Best Taiwanese food in NY!,,food,Best,Positive,TRUE
682391:3,Best Taiwanese food in NY!,,food,Taiwanese,Positive,TRUE
707917:0,I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,,,,,FALSE
707917:1,"For those that go once and don't enjoy it, all I can say is that they just don't get it.",,,,,FALSE
707917:2,Rao's has the best service and atmosphere in NYC.,,service,best,Positive,TRUE
707917:2,Rao's has the best service and atmosphere in NYC.,,atmosphere,best,Positive,TRUE
707917:3,Good luck getting a table.,,,Good,Positive,FALSE
709294:0,My roommate and I LOVE this place.,,,,,FALSE
709294:1,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",,,perfect,Positive,FALSE
709294:2,Indoor was very cozy and cute.,,Indoor,very cozy,Positive,TRUE
709294:2,Indoor was very cozy and cute.,,Indoor,cute.,Positive,TRUE
709294:3,"The portion sizes here are huge, and the sushi is good.",,The portion sizes,"huge,",Negative,TRUE
709294:3,"The portion sizes here are huge, and the sushi is good.",,the sushi,good.,Positive,TRUE
709294:4,"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.",,,will,Positive,FALSE
709294:5,Staff is very accomodating.,,Staff,very accomodating.,Positive,TRUE
713152:0,"Excellent dumplings served amid clean, chic decor.",,dumplings,Excellent,Positive,TRUE
713152:0,"Excellent dumplings served amid clean, chic decor.",,dumplings,Excellent,Positive,TRUE
713152:1,"I got the $10 10-piece dim sum combo, every bite of which was great.",,,,,FALSE
713152:2,But $1 for each small piece???,,,each small piece???,Negative,FALSE
713152:3,Not worth it.,,,Not worth,Negative,FALSE
713152:4,I won't go back unless someone else is footing the bill.,I,unless,won't go back,Positive,FALSE
717570:0,I came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.,,it,highly recommended,Positive,FALSE
717570:1,The decor is very simple but comfortable.,,The decor,very simple,Positive,TRUE
717570:1,The decor is very simple but comfortable.,,The decor,comfortable.,Positive,TRUE
717570:2,The food was delicious but do not come here on a empty stomach.,,The food,delicious,Positive,TRUE
717570:2,The food was delicious but do not come here on a empty stomach.,,The food,do not come,Negative,TRUE
717570:3,The portions are small but being that the food was so good makes up for that.,,the food,good makes up,Positive,TRUE
717570:3,The portions are small but being that the food was so good makes up for that.,,The portions,small,Negative,TRUE
717570:4,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,,,,,FALSE
717570:5,The staff there is very attentive and down to earth.,,The staff,very attentive,Positive,TRUE
717570:5,The staff there is very attentive and down to earth.,,The staff,down to earth.,Positive,TRUE
717570:6,I loved it and would go again.,,it,loved,Positive,FALSE
717570:6,I loved it and would go again.,I,it,would go again.,Negative,FALSE
720418:0,Great Indian food and the service is incredible.,,food,Great,Positive,TRUE
720418:0,Great Indian food and the service is incredible.,,the service,incredible.,Positive,TRUE
720418:0,Great Indian food and the service is incredible.,,food,Indian,Positive,TRUE
720418:1,The owner truly caters to all your needs.,,,,,FALSE
720418:2,"When family came in he gave them apps to test their palets, and then ordered for them.",,,,,FALSE
720418:3,Everyone was more then happy with his choices.,,,,,FALSE
720418:4,Great food and the prices are very reasonable.,,the prices,very reasonable.,Positive,FALSE
720418:4,Great food and the prices are very reasonable.,,food,Great,Positive,TRUE
720620:0,"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.",,,not mean Big,Negative,FALSE
720620:0,"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.",,place,Great Prosperity.,Positive,FALSE
720620:1,The food here does a great service to the name (Cantonese that is...).,,,great,Positive,FALSE
720620:2,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,I,the egg noodles,love,Positive,TRUE
720620:3,This dish is my favorite and I always get it when I go there and never get tired of it.,,This dish,favorite,Positive,TRUE
720620:4,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",,,fried,Positive,FALSE
720620:4,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",,,delicious,Positive,FALSE
720620:4,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",,,sweet,Positive,FALSE
720620:5,Simply some good tasting Chinese food at incredible prices...,,tasting Chinese food,good,Positive,TRUE
720620:6,Service is not what you are coming here for...,,Service,not what you are coming here for...,Negative,TRUE
720620:7,Just make sure my ice water is kept full and my tea kettle filled with piping hot tea and that's all the service I need...,,,,,FALSE
720620:8,Big Wong is a great place to eat and fill your stomach.,,place,great,Positive,FALSE
720620:8,Big Wong is a great place to eat and fill your stomach.,,place to eat,great,Positive,FALSE
735448:0,this place... we stumbled upon it on labor day weekend.,,,,,FALSE
735448:1,"whoever the jazz duo was, they were on POINT.",,they,on POINT.,Negative,FALSE
735448:2,"good music, great food, speedy service affordable prices.",,"music,",good,Positive,TRUE
735448:2,"good music, great food, speedy service affordable prices.",,,speedy,Positive,FALSE
735448:2,"good music, great food, speedy service affordable prices.",,service,great,Positive,TRUE
735448:3,even the wine by the glass was good.,,the glass,good.,Positive,TRUE
735448:4,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",,the trip,definitely worth,Positive,FALSE
737999:0,Consistently good Japanese Tapas.,,Japanese Tapas.,good,Positive,TRUE
737999:1,"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.",,,,,FALSE
737999:2,Always good drinks and service is pretty good;,,service,pretty good;,Positive,TRUE
737999:2,Always good drinks and service is pretty good;,,drinks,good,Positive,TRUE
737999:3,Atmosphere is nice and relaxed too...,,Atmosphere,relaxed too...,Positive,TRUE
737999:3,Atmosphere is nice and relaxed too...,,Atmosphere,nice,Positive,TRUE
737999:4,A great place to meet up for some food and drinks...,,place,great,Positive,TRUE
737999:5,Yakitori (bbq meats) is tasty too.,,Yakitori (bbq meats),tasty too.,Positive,TRUE
737999:6,"It's also attached to Angel's Share, which is a cool, more romantic bar...",,,,,FALSE
740923:0,Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.,,neighborhood,moved,Positive,FALSE
740923:1,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",,staff,unfriendly,Positive,TRUE
740923:2,Price and quality of fish alone will keep us from making a return visit.,,,,,FALSE
740923:3,Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,,,,,FALSE
740923:4,No thanks!!!,,,No thanks!!!,Negative,FALSE
744478:0,"This place, which is only a few months old, is perhaps Queens' biggest secret!",,,,,FALSE
744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",,"staff,",friendly,Positive,TRUE
744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",,decor,Fabulous,Positive,TRUE
744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",,"food, cheaply-priced,",good,Positive,TRUE
746254:0,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,We,wine,outside,Positive,FALSE
746254:1,We were then shooed inside.,,,,,FALSE
746254:2,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",,,,,FALSE
746254:3,"We left, never to return.",We,,never to return.,Positive,FALSE
746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",,,,,FALSE
751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,,,disappointed,Positive,FALSE
751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,,the food,side.,Positive,TRUE
751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,,the food,overated,Positive,TRUE
